,coords,weight,point_type
6047,"(46.347672125403605, -94.81093586999796)",-70,Census_Blocks
6048,"(46.36272374366243, -94.80535691914575)",-21,Census_Blocks
6049,"(46.282721967483084, -94.95338064634802)",-98,Census_Blocks
6050,"(46.24536485116571, -95.08368707578698)",-63,Census_Blocks
6051,"(46.32542972565421, -95.09226921844655)",-57,Census_Blocks
6052,"(46.15853853914384, -94.95694291678396)",-48,Census_Blocks
6053,"(46.16277550111565, -95.08079512998857)",-49,Census_Blocks
6054,"(46.06412121312386, -95.01109086914424)",-130,Census_Blocks
6055,"(46.15354488968891, -94.76279243693342)",-23,Census_Blocks
6056,"(46.0896993010822, -94.87795814870528)",-78,Census_Blocks
6057,"(46.06507236941548, -94.75255398426374)",-23,Census_Blocks
6058,"(46.237546597825535, -94.76207923119387)",-45,Census_Blocks
6059,"(45.893952372281504, -94.81966375906036)",-84,Census_Blocks
6060,"(45.889821648673866, -94.70118051240561)",-23,Census_Blocks
6061,"(45.97958619890432, -94.74174817016944)",-49,Census_Blocks
6062,"(45.980672643483295, -94.89008316319844)",-77,Census_Blocks
6063,"(45.9942602461649, -94.84166163954892)",-122,Census_Blocks
6064,"(45.96546535407499, -94.8611885994032)",-152,Census_Blocks
6065,"(45.89519268021582, -94.94601836480682)",-162,Census_Blocks
6066,"(45.888175938750116, -95.06443005621273)",-19,Census_Blocks
6067,"(45.80900707450292, -95.03287373763429)",-59,Census_Blocks
6068,"(45.97523272402317, -95.04940901518404)",-95,Census_Blocks
6069,"(45.807819340697556, -94.8488753220066)",-44,Census_Blocks
6070,"(45.81089104778515, -94.70423766290706)",-24,Census_Blocks
6071,"(45.88751658094112, -96.41850085794636)",-12,Census_Blocks
6072,"(45.807624946419175, -96.4845900684981)",-21,Census_Blocks
6073,"(45.81216437833104, -96.50396419876827)",-42,Census_Blocks
6074,"(45.66767185583561, -96.5122108251729)",-73,Census_Blocks
6075,"(45.61100860761897, -96.82474925225696)",-52,Census_Blocks
6076,"(44.348502896835406, -92.02440605036762)",-19,Census_Blocks
6077,"(44.36953945870047, -92.07811255639893)",-24,Census_Blocks
6078,"(44.38169157713816, -92.03313995545778)",-6,Census_Blocks
6079,"(44.33858239381344, -92.12431299378157)",-27,Census_Blocks
6080,"(44.27836812368724, -91.94235203989129)",-43,Census_Blocks
6081,"(44.21156805547818, -92.08250104244973)",-68,Census_Blocks
6082,"(44.45014617298801, -92.25860779543837)",-40,Census_Blocks
6083,"(44.432481180293095, -92.22798918131953)",-85,Census_Blocks
6084,"(44.43882333801243, -92.2732420331366)",-42,Census_Blocks
6085,"(44.446187003586175, -92.28583558948397)",-12,Census_Blocks
6086,"(44.37615320108116, -92.36101407444924)",-60,Census_Blocks
6087,"(44.283757865571445, -92.48803030399351)",-74,Census_Blocks
6088,"(44.27600783322817, -92.52866836986934)",-71,Census_Blocks
6089,"(44.245942437754955, -92.37920155440311)",-64,Census_Blocks
6090,"(44.22282504786183, -92.2457374501742)",-52,Census_Blocks
6091,"(44.3552515841366, -92.24435046264534)",-23,Census_Blocks
6092,"(44.13160498979988, -92.26570445617826)",-81,Census_Blocks
6093,"(44.157724272240316, -92.1648976422556)",-323,Census_Blocks
6094,"(44.17222105565504, -92.16949209095787)",-50,Census_Blocks
6095,"(46.76562330534507, -94.94867476257235)",-23,Census_Blocks
6096,"(46.68074797771567, -94.98376019040978)",-49,Census_Blocks
6097,"(46.74147213348122, -95.10038073198012)",-85,Census_Blocks
6098,"(46.52517122027342, -94.84400516327935)",-39,Census_Blocks
6099,"(46.53072707225318, -94.95843462087629)",-30,Census_Blocks
6100,"(46.3838696046646, -94.8270471514425)",-44,Census_Blocks
6101,"(46.405014187149376, -94.9673718957622)",-145,Census_Blocks
6102,"(46.62674458903882, -95.08463017137159)",-94,Census_Blocks
6103,"(46.53484597091565, -95.08152678060779)",-51,Census_Blocks
6104,"(46.46888477460991, -95.12555870464328)",-92,Census_Blocks
6105,"(46.442106060751435, -95.14786788407616)",-42,Census_Blocks
6106,"(46.40148940780631, -95.08747615528222)",-38,Census_Blocks
6107,"(46.42606601442828, -95.11495558949197)",-81,Census_Blocks
6108,"(46.42851681926596, -95.1488579424713)",-112,Census_Blocks
6109,"(46.43790662556067, -95.09474374780926)",-9,Census_Blocks
6110,"(44.1516460904789, -93.64458278072127)",-28,Census_Blocks
6111,"(44.111640582618, -93.70698515439813)",-159,Census_Blocks
6112,"(43.88801926039964, -93.58057635406851)",-27,Census_Blocks
6113,"(43.969697687744784, -93.70449345793901)",-31,Census_Blocks
6114,"(43.89159456584296, -93.49669659647827)",-64,Census_Blocks
6115,"(44.06793266703727, -93.67252489445426)",-27,Census_Blocks
6116,"(43.99340925512511, -93.57610014545898)",-25,Census_Blocks
6117,"(44.01542904778775, -93.45233095101926)",-66,Census_Blocks
6118,"(44.151349089083, -93.47033965346115)",-37,Census_Blocks
6119,"(44.09312986693059, -93.51458057869533)",0,Census_Blocks
6120,"(44.082927404426144, -93.48133740912576)",-78,Census_Blocks
6121,"(44.094943789900746, -93.49724032116187)",-181,Census_Blocks
6122,"(44.07990177021359, -93.50181764313776)",-90,Census_Blocks
6123,"(44.0553685755522, -93.49542550515778)",-42,Census_Blocks
6124,"(44.08234119991286, -93.53084067013911)",-218,Census_Blocks
6125,"(45.281150208693134, -92.99644516846983)",-272,Census_Blocks
6126,"(45.291649144475215, -92.98719727742208)",0,Census_Blocks
6127,"(45.27375552875708, -92.99145911866539)",-73,Census_Blocks
6128,"(45.280829814696375, -93.01233869621578)",-167,Census_Blocks
6129,"(45.26826379837418, -92.96713754700409)",-134,Census_Blocks
6130,"(45.27109745832678, -92.97937902809856)",-27,Census_Blocks
6131,"(45.264050977374126, -92.9771542036387)",-137,Census_Blocks
6132,"(45.28181244312998, -92.94749389051083)",-67,Census_Blocks
6133,"(45.2613885318919, -92.92862404268071)",-40,Census_Blocks
6134,"(45.28066102015726, -92.90782755404167)",-7,Census_Blocks
6135,"(45.24547147020606, -93.00940072228157)",-50,Census_Blocks
6136,"(45.228447355482444, -92.99899287654873)",-205,Census_Blocks
6137,"(45.260196924530426, -93.00038847784094)",-33,Census_Blocks
6138,"(45.249432608221944, -92.9334761968898)",-33,Census_Blocks
6139,"(45.251143413386714, -92.97068999340895)",-71,Census_Blocks
6140,"(45.22614332645938, -92.93918181278602)",-9,Census_Blocks
6141,"(45.13730088175574, -92.93709204733248)",-32,Census_Blocks
6142,"(45.13655336314827, -92.98984573877334)",-133,Census_Blocks
6143,"(45.14806458453284, -93.00325642094808)",-81,Census_Blocks
6144,"(45.13076518959491, -93.01070283772238)",0,Census_Blocks
6145,"(45.151467735634306, -93.0141140842292)",-293,Census_Blocks
6146,"(45.27592730668087, -92.85009647876879)",-57,Census_Blocks
6147,"(45.23363025062556, -92.85731444753131)",-72,Census_Blocks
6148,"(45.25049173588557, -92.78545501901507)",-68,Census_Blocks
6149,"(45.16823481915326, -92.86564599922491)",-85,Census_Blocks
6150,"(45.164678746098645, -92.81483799251224)",-16,Census_Blocks
6151,"(45.14998494167588, -92.77241771293019)",-44,Census_Blocks
6152,"(45.19833062955107, -92.77827798619063)",-40,Census_Blocks
6153,"(45.19468739151188, -93.00199907253135)",-209,Census_Blocks
6154,"(45.17039417437588, -92.9964976023064)",-123,Census_Blocks
6155,"(45.168709128836944, -93.01073796366558)",-52,Census_Blocks
6156,"(45.184414383867235, -92.92920658942978)",-27,Census_Blocks
6157,"(45.16037178721464, -92.96711918305604)",-236,Census_Blocks
6158,"(45.181572279257075, -92.97338161091464)",-344,Census_Blocks
6159,"(45.08473631435694, -92.96618755844518)",-90,Census_Blocks
6160,"(45.10247809543582, -92.96356340984677)",-32,Census_Blocks
6161,"(45.05987277672505, -92.97789541225426)",-60,Census_Blocks
6162,"(45.053513433133396, -92.97733519191686)",-118,Census_Blocks
6163,"(45.038841757600366, -92.95609901420757)",-57,Census_Blocks
6164,"(45.0425290180638, -92.97409135044049)",-160,Census_Blocks
6165,"(45.068157453411764, -92.9692795891478)",-27,Census_Blocks
6166,"(45.07014868542497, -92.95154613594735)",-109,Census_Blocks
6167,"(45.060900455878205, -92.95143248130887)",-89,Census_Blocks
6168,"(45.05249081771283, -92.95305111493865)",-51,Census_Blocks
6169,"(45.10899863494832, -92.91567964496132)",0,Census_Blocks
6170,"(45.07027055473377, -92.90659406021256)",-59,Census_Blocks
6171,"(45.046903646577306, -92.90378912907317)",-16,Census_Blocks
6172,"(45.09775169393775, -92.90040898836195)",-171,Census_Blocks
6173,"(45.10587565482785, -92.78366417009099)",-61,Census_Blocks
6174,"(45.072388388887255, -92.8529097985742)",-199,Census_Blocks
6175,"(45.10074151877948, -92.8375039497331)",-16,Census_Blocks
6176,"(45.02392217563578, -92.92838459590862)",-105,Census_Blocks
6177,"(45.021752667531544, -92.87159367085022)",-109,Census_Blocks
6178,"(45.011547446873585, -92.90543447612474)",-28,Census_Blocks
6179,"(44.955944446542276, -92.90095599213764)",-201,Census_Blocks
6180,"(44.98426815374236, -92.87182719753692)",-263,Census_Blocks
6181,"(44.95987619617871, -92.87573381838146)",-131,Census_Blocks
6182,"(44.98066498979577, -92.912671185779)",-94,Census_Blocks
6183,"(45.05933264193009, -92.85056253440332)",-19,Census_Blocks
6184,"(45.071438886794326, -92.83140948450836)",-79,Census_Blocks
6185,"(45.06237660919616, -92.83250575673958)",-35,Census_Blocks
6186,"(45.071997251001, -92.8086486051541)",-55,Census_Blocks
6187,"(45.05961435936184, -92.81614101459924)",-50,Census_Blocks
6188,"(45.06039619736047, -92.80951522512127)",0,Census_Blocks
6189,"(45.05341461937483, -92.81231570122664)",-22,Census_Blocks
6190,"(45.04785447114634, -92.80023230324177)",-9,Census_Blocks
6191,"(45.04327444555614, -92.81380553300572)",-100,Census_Blocks
6192,"(45.04110778691516, -92.83269916575233)",-44,Census_Blocks
6193,"(45.04799704137203, -92.82457040110442)",-81,Census_Blocks
6194,"(45.05046266192651, -92.83663159977972)",-110,Census_Blocks
6195,"(45.04568685390057, -92.85779435593463)",0,Census_Blocks
6196,"(45.04563747213404, -92.84690838733233)",-48,Census_Blocks
6197,"(45.0226293697394, -92.81569493353345)",-23,Census_Blocks
6198,"(45.03956941232984, -92.80161643800054)",-180,Census_Blocks
6199,"(45.03379985332633, -92.78808549593447)",-9,Census_Blocks
6200,"(45.01042843237017, -92.78666180361515)",-101,Census_Blocks
6201,"(45.01217389789828, -92.77437679641892)",-34,Census_Blocks
6202,"(44.97820601838513, -92.84254591287468)",-96,Census_Blocks
6203,"(44.95596646378726, -92.82511934322343)",0,Census_Blocks
6204,"(44.97704870213542, -92.79870088779249)",-18,Census_Blocks
6205,"(45.017225696968076, -92.8435323369052)",-16,Census_Blocks
6206,"(45.031369185989334, -92.84073476677649)",-10,Census_Blocks
6207,"(45.001589923256084, -92.82175181848788)",-32,Census_Blocks
6208,"(45.02738084056404, -92.78931531260305)",0,Census_Blocks
6209,"(45.025381620027794, -92.80129193862578)",0,Census_Blocks
6210,"(44.997705366464494, -92.97980982226498)",-54,Census_Blocks
6211,"(44.999379037653426, -92.96710335835641)",-162,Census_Blocks
6212,"(45.00013196090168, -92.95162884962976)",0,Census_Blocks
6213,"(45.01522068645777, -92.95309105172257)",-69,Census_Blocks
6214,"(45.02911396608764, -92.97718677107159)",-39,Census_Blocks
6215,"(45.02150105739355, -92.9730754850246)",-41,Census_Blocks
6216,"(45.00839330392654, -92.98146012861305)",-168,Census_Blocks
6217,"(45.01330844381138, -92.96890663502897)",-138,Census_Blocks
6218,"(44.99005653425158, -92.95126617962747)",-56,Census_Blocks
6219,"(44.98116510488143, -92.95624668782908)",-144,Census_Blocks
6220,"(44.977247161209284, -92.94858555112766)",-27,Census_Blocks
6221,"(44.96693719578142, -92.95133093623937)",-61,Census_Blocks
6222,"(44.956194680323165, -92.9615876148224)",0,Census_Blocks
6223,"(44.9553768977676, -92.96788569344469)",-65,Census_Blocks
6224,"(44.95055538369586, -92.97718198501352)",-19,Census_Blocks
6225,"(44.95814922132924, -92.95599868593139)",0,Census_Blocks
6226,"(44.9571804646066, -92.97790081084086)",-37,Census_Blocks
6227,"(44.95584438223625, -92.94461531354999)",-78,Census_Blocks
6228,"(44.98549238950923, -92.97586103745546)",-122,Census_Blocks
6229,"(44.97807680796909, -92.96894097146834)",-13,Census_Blocks
6230,"(44.980941292520136, -92.96216856052986)",-64,Census_Blocks
6231,"(44.97504853662309, -92.97801373522793)",-142,Census_Blocks
6232,"(44.96707740685863, -92.97879555578382)",-80,Census_Blocks
6233,"(44.96663296789422, -92.96584265117824)",0,Census_Blocks
6234,"(44.94111917360498, -92.9705056036365)",-58,Census_Blocks
6235,"(44.9321543698549, -92.97797562864034)",-85,Census_Blocks
6236,"(44.92187435618074, -92.97915271477727)",-53,Census_Blocks
6237,"(44.883220593434054, -92.9917275267198)",-135,Census_Blocks
6238,"(44.86266324713397, -92.99291751141863)",-65,Census_Blocks
6239,"(44.87578333284739, -93.00859407560598)",0,Census_Blocks
6240,"(44.94302479288367, -92.94721136707072)",-239,Census_Blocks
6241,"(44.92978484142356, -92.95949399336594)",-45,Census_Blocks
6242,"(44.93364773094667, -92.94138541279507)",0,Census_Blocks
6243,"(44.92666744261014, -92.9452021306529)",-87,Census_Blocks
6244,"(44.92403581048048, -92.92696606229825)",-78,Census_Blocks
6245,"(44.9437498272863, -92.91858907728637)",-53,Census_Blocks
6246,"(44.93076436305986, -92.927270363852)",-63,Census_Blocks
6247,"(44.935914216238274, -92.92622044197466)",-34,Census_Blocks
6248,"(44.92635829297103, -92.91636613103945)",-32,Census_Blocks
6249,"(44.93035455280784, -92.91020515772931)",-185,Census_Blocks
6250,"(44.89946767583475, -92.96738438679478)",-28,Census_Blocks
6251,"(44.90201258037899, -92.97746746921898)",-45,Census_Blocks
6252,"(44.90995575970696, -92.96935263698549)",-49,Census_Blocks
6253,"(44.91790602367683, -92.97095161489851)",-130,Census_Blocks
6254,"(44.92000196744531, -92.95965388939236)",-126,Census_Blocks
6255,"(44.91485766621221, -92.9400456135571)",-99,Census_Blocks
6256,"(44.91572210932809, -92.94728950852921)",0,Census_Blocks
6257,"(44.91105373059438, -92.95469983828393)",-60,Census_Blocks
6258,"(44.90335343508047, -92.95407869796436)",-55,Census_Blocks
6259,"(44.89663116697713, -92.95072678982635)",-89,Census_Blocks
6260,"(44.89520242010203, -92.95957173259953)",-55,Census_Blocks
6261,"(44.897239364020606, -92.91675746165009)",-71,Census_Blocks
6262,"(44.894304514598815, -92.93670596405714)",-76,Census_Blocks
6263,"(44.901525503312286, -92.93615724320998)",-20,Census_Blocks
6264,"(44.88263155219816, -92.95309269709249)",-32,Census_Blocks
6265,"(44.90773290136521, -92.87986298784723)",-141,Census_Blocks
6266,"(44.90471095525883, -92.87045343884397)",-221,Census_Blocks
6267,"(44.87347863266568, -92.96828559112198)",-310,Census_Blocks
6268,"(44.87592826180324, -92.93421170173157)",-53,Census_Blocks
6269,"(44.87644275182289, -92.89294391429038)",-227,Census_Blocks
6270,"(44.93507012077796, -92.87264974979145)",-201,Census_Blocks
6271,"(44.9277191244721, -92.88729703124243)",-104,Census_Blocks
6272,"(44.9390229604231, -92.89954703092607)",-18,Census_Blocks
6273,"(44.927033451100584, -92.89879031885677)",-12,Census_Blocks
6274,"(44.94374825408565, -92.89130711695876)",-32,Census_Blocks
6275,"(44.89656986798963, -92.89837791792469)",0,Census_Blocks
6276,"(44.896316982446706, -92.88804474225337)",-80,Census_Blocks
6277,"(44.91610646975125, -92.89577895480589)",-147,Census_Blocks
6278,"(44.915820992495576, -92.8867964215496)",-119,Census_Blocks
6279,"(44.90695795687568, -92.8885871799455)",0,Census_Blocks
6280,"(44.9077875793495, -92.89839612107919)",0,Census_Blocks
6281,"(44.9092445684584, -92.91666861087201)",-64,Census_Blocks
6282,"(44.911374139416914, -92.90942073065409)",-50,Census_Blocks
6283,"(44.91652894940047, -92.93096132836446)",-16,Census_Blocks
6284,"(44.91680793755256, -92.92300355608194)",-34,Census_Blocks
6285,"(44.90892855384097, -92.93505146517543)",-50,Census_Blocks
6286,"(44.90992759349572, -92.92432821566804)",-102,Census_Blocks
6287,"(44.94574956009806, -92.77619985508316)",-41,Census_Blocks
6288,"(44.91900252097137, -92.76607635170497)",-44,Census_Blocks
6289,"(44.95139513290868, -92.76498103155647)",-53,Census_Blocks
6290,"(44.92138289738593, -92.82299039341264)",-79,Census_Blocks
6291,"(44.87919174031569, -92.81134603051142)",-33,Census_Blocks
6292,"(44.81045350771366, -92.82298798467322)",-58,Census_Blocks
6293,"(44.84500136413018, -92.91228124871432)",-48,Census_Blocks
6294,"(44.828781767483825, -92.88701764406119)",-394,Census_Blocks
6295,"(44.83798811773398, -92.91430907043093)",-47,Census_Blocks
6296,"(44.845402902863476, -92.92942678856275)",-75,Census_Blocks
6297,"(44.838489300874315, -92.9319373441288)",-129,Census_Blocks
6298,"(44.82972134127945, -92.93223685682545)",-184,Census_Blocks
6299,"(44.831369162613555, -92.9517597080864)",-85,Census_Blocks
6300,"(44.82645196068339, -92.9486756045935)",-62,Census_Blocks
6301,"(44.822285748286546, -92.93609904252934)",-34,Census_Blocks
6302,"(44.81413680564135, -92.91743746568146)",-128,Census_Blocks
6303,"(44.828812964941605, -92.9195894828045)",-154,Census_Blocks
6304,"(44.82914212114366, -92.90978477978018)",-90,Census_Blocks
6305,"(44.82201269198062, -92.91452802039267)",-48,Census_Blocks
6306,"(44.840907985604105, -92.9439509538593)",-47,Census_Blocks
6307,"(44.84232900632911, -92.96867193856052)",0,Census_Blocks
6308,"(44.83815271575408, -92.95570542419141)",0,Census_Blocks
6309,"(44.84463222629008, -92.95376383866518)",-71,Census_Blocks
6310,"(44.851555263108374, -92.96648652439943)",-258,Census_Blocks
6311,"(44.854996195619506, -92.94140914667538)",-210,Census_Blocks
6312,"(44.858585167278115, -92.96649609632192)",-57,Census_Blocks
6313,"(44.842786852518714, -93.00210793457403)",-94,Census_Blocks
6314,"(44.83209821495048, -92.9840474441382)",-50,Census_Blocks
6315,"(44.84378325807684, -92.9868783378455)",-41,Census_Blocks
6316,"(44.831667831683184, -92.97221714649427)",-53,Census_Blocks
6317,"(44.818937553744355, -92.9533128636661)",0,Census_Blocks
6318,"(44.79291577646466, -92.95720287117742)",-65,Census_Blocks
6319,"(44.808108718393356, -92.95091982017794)",-83,Census_Blocks
6320,"(44.81455015061355, -92.97354415053935)",-173,Census_Blocks
6321,"(44.06506505660247, -94.72523409771124)",-27,Census_Blocks
6322,"(44.066456008239264, -94.48242764514704)",-28,Census_Blocks
6323,"(44.05149917545767, -94.41199462705451)",-263,Census_Blocks
6324,"(44.051997420149895, -94.4264019434126)",-61,Census_Blocks
6325,"(43.99449482530856, -94.6348567612496)",-53,Census_Blocks
